date,n1,n2,n3,n4,n5,pb
9/16/20,10,17,31,51,53,1
9/12/20,16,17,20,53,67,4
9/9/20,27,52,55,60,64,21
9/5/20,15,21,22,27,47,7
9/2/20,1,4,11,20,69,18
8/29/20,5,21,22,29,43,10
8/26/20,8,12,19,47,58,2
8/22/20,19,30,36,42,66,14
8/19/20,13,23,47,55,58,23
8/15/20,5,12,34,45,56,3
8/12/20,2,6,18,36,37,21
8/8/20,2,3,14,40,51,24
8/5/20,7,14,17,57,65,24
8/1/20,6,25,36,43,48,24
7/29/20,7,29,35,40,45,26
7/25/20,5,21,36,61,62,18
7/22/20,16,25,36,44,55,14
7/18/20,13,16,32,58,59,9
7/15/20,27,47,61,62,69,4
7/11/20,14,19,61,62,64,4
7/8/20,3,10,34,36,62,5
7/4/20,16,21,27,60,61,6
7/1/20,15,28,52,53,63,18
6/27/20,9,36,49,56,62,8
6/24/20,15,22,27,33,46,23
6/20/20,10,31,41,63,67,5
6/17/20,7,10,63,64,68,10
6/13/20,2,12,32,50,65,5
6/10/20,10,33,41,52,54,18
6/6/20,1,17,38,68,69,18
6/3/20,1,3,26,41,64,17
5/30/20,13,32,41,58,60,14
5/27/20,38,58,59,64,68,21
5/23/20,2,8,18,21,23,16
5/20/20,18,34,40,42,50,9
5/16/20,8,12,26,39,42,11
5/13/20,39,53,54,56,57,20
5/9/20,12,18,42,48,65,19
5/6/20,7,8,35,50,65,20
5/2/20,13,16,33,58,68,24
4/29/20,2,20,49,61,67,20
4/25/20,1,3,21,47,57,18
4/22/20,1,33,35,40,69,24
4/18/20,4,44,46,56,63,19
4/15/20,10,12,33,36,41,2
4/11/20,22,29,30,42,47,17
4/8/20,2,37,39,48,54,5
4/4/20,8,31,39,40,43,4
4/1/20,33,35,45,48,60,16
3/28/20,7,40,48,55,66,11
3/25/20,5,9,27,39,42,16
3/21/20,2,23,40,59,69,13
3/18/20,15,27,44,59,63,8
3/14/20,9,23,26,30,32,8
3/11/20,4,29,49,50,67,2
3/7/20,7,15,21,33,62,23
3/4/20,18,43,58,60,68,14
2/29/20,24,44,46,50,51,13
2/26/20,8,27,29,36,47,24
2/22/20,25,37,39,61,62,11
2/19/20,10,12,15,19,56,19
2/15/20,16,32,35,36,46,3
2/12/20,14,47,54,55,68,25
2/8/20,35,49,50,59,66,6
2/5/20,23,30,35,41,57,2
2/1/20,12,33,54,57,60,13
1/29/20,9,12,15,31,60,2
1/25/20,2,9,17,36,67,18
1/22/20,11,33,44,59,67,8
1/18/20,20,24,38,56,68,18
1/15/20,39,41,53,55,68,19
1/11/20,3,21,23,31,59,3
1/8/20,2,4,7,43,56,22
1/4/20,1,11,21,25,54,7
1/1/20,49,53,57,59,62,26
12/28/19,20,23,39,59,60,18
12/25/19,2,4,16,30,46,20
12/21/19,19,31,35,50,67,14
12/18/19,14,18,26,39,68,9
12/14/19,3,6,12,32,64,19
12/11/19,24,29,42,44,63,10
12/7/19,18,42,53,62,66,25
12/4/19,8,27,44,51,61,14
11/30/19,15,35,42,63,68,18
11/27/19,15,26,37,53,55,21
11/23/19,28,35,38,61,66,23
11/20/19,7,15,39,40,57,12
11/16/19,14,22,26,55,63,26
11/13/19,23,26,27,28,66,11
11/9/19,14,17,35,38,60,25
11/6/19,15,28,46,62,64,17
11/2/19,3,23,32,37,58,22
10/30/19,19,22,52,56,67,21
10/26/19,3,20,48,54,59,4
10/23/19,5,12,50,61,69,23
10/19/19,14,27,29,59,65,12
10/16/19,1,5,25,63,67,3
10/12/19,12,29,34,53,65,23
10/9/19,5,18,33,43,65,2
10/5/19,6,14,36,51,54,4
10/2/19,4,8,10,43,53,7
9/28/19,15,23,34,51,55,4
9/25/19,37,43,44,45,53,25
9/21/19,1,9,22,36,68,22
9/18/19,14,19,39,47,51,15
9/14/19,11,27,31,36,67,11
9/11/19,6,17,24,53,57,3
9/7/19,11,20,41,42,56,6
9/4/19,4,8,30,52,59,2
8/31/19,14,41,50,56,57,18
8/28/19,9,32,37,41,56,14
8/24/19,5,12,20,21,47,1
8/21/19,12,21,22,29,32,21
8/17/19,18,21,24,30,60,20
8/14/19,10,13,30,51,69,10
8/10/19,35,41,44,58,59,3
8/7/19,8,32,47,53,59,3
8/3/19,3,6,45,66,68,13
7/31/19,14,37,47,55,67,6
7/27/19,1,19,31,48,61,6
7/24/19,22,29,35,53,56,13
7/20/19,5,26,36,64,69,19
7/17/19,19,43,47,60,68,10
7/13/19,13,23,32,35,68,21
7/10/19,7,9,26,44,68,3
7/6/19,4,8,23,46,65,1
7/3/19,40,43,45,50,61,25
6/29/19,13,17,24,59,62,8
6/26/19,1,5,16,22,54,24
6/22/19,3,6,11,14,66,21
6/19/19,4,18,21,26,38,1
6/15/19,8,11,14,16,49,14
6/12/19,5,35,38,42,57,13
6/8/19,9,13,42,48,60,18
6/5/19,17,23,28,34,38,8
6/1/19,6,15,34,45,52,8
5/29/19,3,32,34,42,61,7
5/25/19,1,2,39,43,66,2
5/22/19,7,10,20,44,57,3
5/18/19,2,10,25,66,67,26
5/15/19,7,17,33,61,68,4
5/11/19,6,8,9,37,40,26
5/8/19,1,45,53,64,66,3
5/4/19,6,16,23,30,61,2
5/1/19,5,23,28,56,66,17
4/27/19,2,29,41,45,62,6
4/24/19,6,32,35,36,65,4
4/20/19,3,27,30,63,65,1
4/17/19,1,15,17,46,66,15
4/13/19,4,17,26,32,49,10
4/10/19,12,21,23,39,67,6
4/6/19,15,33,43,59,60,8
4/3/19,16,19,25,32,49,18
3/30/19,21,52,54,64,68,4
3/27/19,16,20,37,44,62,12
3/23/19,24,25,52,60,66,5
3/20/19,10,14,50,53,63,21
3/16/19,30,34,39,53,67,11
3/13/19,18,36,45,47,69,14
3/9/19,5,6,45,55,59,14
3/6/19,6,10,21,35,46,23
3/2/19,1,19,25,27,68,21
2/27/19,21,31,42,49,59,23
2/23/19,4,6,14,20,32,13
2/20/19,27,49,50,51,52,2
2/16/19,29,30,41,48,64,1
2/13/19,2,8,14,24,69,26
2/9/19,1,2,3,7,39,25
2/6/19,5,13,28,38,63,21
2/2/19,10,17,18,43,65,13
1/30/19,2,12,16,29,54,6
1/26/19,8,12,20,21,32,10
1/23/19,23,25,47,48,50,24
1/19/19,5,8,41,65,66,20
1/16/19,14,29,31,56,61,1
1/12/19,7,36,48,57,58,24
1/9/19,6,19,37,49,59,22
1/5/19,3,7,15,27,69,19
1/2/19,8,12,42,46,56,12
12/29/18,12,42,51,53,62,25
12/26/18,5,25,38,52,67,24
12/22/18,21,28,30,40,59,26
12/19/18,15,29,31,37,43,16
12/15/18,8,38,43,52,55,17
12/12/18,4,9,21,29,64,26
12/8/18,14,32,34,46,61,10
12/5/18,9,11,36,37,38,11
12/1/18,10,11,47,55,58,26
11/28/18,4,19,59,68,69,21
11/24/18,11,33,51,56,58,18
11/21/18,7,14,23,38,55,18
11/17/18,6,8,20,52,68,5
11/14/18,7,42,49,62,69,23
11/10/18,5,29,34,53,57,24
11/7/18,26,28,34,42,50,25
11/3/18,15,21,24,32,65,11
10/31/18,7,25,39,40,47,20
10/27/18,8,12,13,19,27,4
10/24/18,3,21,45,53,56,22
10/20/18,16,54,57,62,69,23
10/17/18,3,57,64,68,69,15
10/13/18,11,14,32,43,65,15
10/10/18,8,23,27,42,60,7
10/6/18,1,22,27,53,67,15
10/3/18,41,53,59,63,66,3
9/29/18,9,17,34,59,64,22
9/26/18,1,2,7,30,50,8
9/22/18,24,61,63,64,69,18
9/19/18,4,39,48,50,51,11
9/15/18,2,18,19,24,34,3
9/12/18,6,28,48,63,64,24
9/8/18,3,13,20,32,33,21
9/5/18,6,15,50,59,60,13
9/1/18,11,54,55,61,66,9
8/29/18,25,41,53,57,67,12
8/25/18,20,25,54,57,63,8
8/22/18,1,7,45,47,69,13
8/18/18,24,34,52,61,67,16
8/15/18,12,15,28,47,48,16
8/11/18,5,43,56,62,68,24
8/8/18,10,21,30,43,63,17
8/4/18,3,11,38,44,58,2
8/1/18,5,22,32,38,58,26
7/28/18,22,27,46,56,65,13
7/25/18,2,18,41,44,64,26
7/21/18,9,23,56,58,68,1
7/18/18,1,10,27,28,36,12
7/14/18,22,41,42,49,67,11
7/11/18,19,21,27,46,47,7
7/7/18,1,10,43,45,64,22
7/4/18,4,7,15,41,44,10
6/30/18,3,9,20,42,61,24
6/27/18,7,28,37,62,63,15
6/23/18,16,29,43,45,56,25
6/20/18,4,14,23,27,56,13
6/16/18,9,45,57,58,65,9
6/13/18,13,20,38,45,55,1
6/9/18,6,10,15,25,36,14
6/6/18,23,28,41,53,56,14
6/2/18,23,25,37,44,64,7
5/30/18,17,23,26,46,68,20
5/26/18,1,21,31,45,49,21
5/23/18,20,54,56,61,64,7
5/19/18,3,6,9,17,56,25
5/16/18,17,19,21,22,51,19
5/12/18,22,42,45,55,56,14
5/9/18,11,16,38,50,69,19
5/5/18,14,29,36,57,61,17
5/2/18,5,14,31,40,50,6
4/28/18,20,22,28,45,50,8
4/25/18,17,18,39,56,64,12
4/21/18,40,50,54,62,69,19
4/18/18,9,10,12,17,23,9
4/14/18,17,19,26,61,62,15
4/11/18,16,18,27,55,67,18
4/7/18,2,17,20,38,39,20
4/4/18,8,24,42,54,64,24
3/31/18,8,24,52,55,61,21
3/28/18,6,8,26,52,53,21
3/24/18,10,33,45,53,56,24
3/21/18,3,4,18,29,61,25
3/17/18,22,57,59,60,66,7
3/14/18,6,12,24,41,68,9
3/10/18,43,44,54,61,69,22
3/7/18,6,13,19,36,51,18
3/3/18,13,17,25,36,40,5
2/28/18,12,30,59,65,69,16
2/24/18,24,25,38,62,63,6
2/21/18,7,15,31,34,36,8
2/17/18,13,26,39,44,62,2
2/14/18,37,39,44,46,69,26
2/10/18,1,13,27,41,59,20
2/7/18,23,34,35,40,47,10
2/3/18,15,23,27,48,53,6
1/31/18,4,7,14,46,59,22
1/27/18,17,21,26,47,54,7
1/24/18,5,9,11,33,64,21
1/20/18,26,28,47,49,58,3
1/17/18,3,33,37,51,57,21
1/13/18,14,25,35,58,69,24
1/10/18,7,24,33,49,50,4
1/6/18,12,29,30,33,61,26
1/3/18,2,18,37,39,42,12
12/30/17,28,36,41,51,58,24
12/27/17,3,9,16,56,60,3
12/23/17,1,3,13,15,44,25
12/20/17,1,20,61,64,69,20
12/16/17,9,35,37,50,63,11
12/13/17,2,24,28,51,58,7
12/9/17,25,36,37,55,60,6
12/6/17,19,20,50,55,62,9
12/2/17,28,30,32,36,58,6
11/29/17,24,26,28,59,63,16
11/25/17,8,13,27,53,54,4
11/22/17,35,37,46,51,61,13
11/18/17,17,28,31,32,39,26
11/15/17,23,32,44,48,50,25
11/11/17,4,6,16,30,56,18
11/8/17,12,14,20,21,34,22
11/4/17,12,14,26,48,51,13
11/1/17,3,6,19,26,44,1
10/28/17,27,35,38,57,66,10
10/25/17,18,22,29,54,57,8
10/21/17,14,41,42,45,69,4
10/18/17,30,49,54,66,69,8
10/14/17,32,37,56,66,69,11
10/11/17,1,3,13,19,69,23
10/7/17,10,49,61,63,65,7
10/4/17,22,23,62,63,66,24
9/30/17,8,12,25,41,64,15
9/27/17,8,10,21,23,25,22
9/23/17,24,45,55,56,57,19
9/20/17,39,48,53,67,68,26
9/16/17,17,18,24,25,31,24
9/13/17,17,24,35,57,63,19
9/9/17,6,20,29,57,59,22
9/6/17,8,14,32,58,67,17
9/2/17,6,21,41,52,62,26
8/30/17,19,28,43,67,69,7
8/26/17,7,15,32,38,66,15
8/23/17,6,7,16,23,26,4
8/19/17,17,19,39,43,68,13
8/16/17,9,15,43,60,64,4
8/12/17,20,24,26,35,49,19
8/9/17,12,30,36,47,62,9
8/5/17,11,21,28,33,45,11
8/2/17,1,16,54,63,69,18
7/29/17,1,28,40,45,48,12
7/26/17,7,19,21,42,69,12
7/22/17,5,32,44,53,60,9
7/19/17,50,51,59,61,63,4
7/15/17,9,40,63,64,66,17
7/12/17,1,2,18,23,61,9
7/8/17,8,10,29,40,59,26
7/5/17,4,9,16,54,68,21
7/1/17,19,42,45,48,53,16
6/28/17,29,37,46,53,68,8
6/24/17,10,22,32,36,58,10
6/21/17,14,46,61,65,68,13
6/17/17,10,13,32,53,62,21
6/14/17,5,22,43,57,63,24
6/10/17,20,26,32,38,58,3
6/7/17,5,21,57,66,69,13
6/3/17,3,9,21,41,54,25
5/31/17,4,33,39,46,60,6
5/27/17,5,10,28,55,67,9
5/24/17,28,32,33,38,62,15
5/20/17,5,22,45,47,54,3
5/17/17,4,11,39,45,48,9
5/13/17,17,20,32,63,68,19
5/10/17,29,31,46,56,62,8
5/6/17,11,21,31,41,59,21
5/3/17,17,18,49,59,66,9
4/29/17,22,23,24,45,62,5
4/26/17,1,15,18,26,51,26
4/22/17,21,39,41,48,63,6
4/19/17,1,19,37,40,52,15
4/15/17,5,22,26,45,61,13
4/12/17,8,14,61,63,68,24
4/8/17,23,36,51,53,60,15
4/5/17,8,20,46,53,54,13
4/1/17,9,32,36,44,65,1
3/29/17,8,15,31,36,62,11
3/25/17,18,31,32,45,48,16
3/22/17,2,9,27,29,42,9
3/18/17,13,25,44,54,67,5
3/15/17,16,30,41,48,53,16
3/11/17,1,26,41,50,57,11
3/8/17,23,33,42,46,59,4
3/4/17,2,18,19,22,63,19
3/1/17,10,16,40,52,55,17
2/25/17,6,32,47,62,65,19
2/22/17,10,13,28,52,61,2
2/18/17,3,7,9,31,33,20
2/15/17,5,28,33,38,42,19
2/11/17,5,9,17,37,64,2
2/8/17,14,20,42,49,66,5
2/4/17,6,13,16,17,52,25
2/1/17,9,43,57,60,64,10
1/28/17,12,20,39,49,69,17
1/25/17,18,28,62,66,68,22
1/21/17,23,25,45,52,67,2
1/18/17,9,40,41,53,58,12
1/14/17,23,55,59,64,69,13
1/11/17,1,3,13,16,43,24
1/7/17,3,12,24,37,63,10
1/4/17,16,17,29,41,42,4
12/31/16,1,3,28,57,67,9
12/28/16,16,23,30,44,58,4
12/24/16,28,38,42,51,52,21
12/21/16,25,33,40,54,68,3
12/17/16,1,8,16,40,48,10
12/14/16,18,26,37,39,66,15
12/10/16,12,21,32,44,66,15
12/7/16,41,48,49,53,64,20
12/3/16,8,10,26,27,33,22
11/30/16,3,14,18,25,45,7
11/26/16,17,19,21,37,44,16
11/23/16,7,32,41,47,61,3
11/19/16,16,24,28,43,61,21
11/16/16,28,41,61,63,65,7
11/12/16,8,17,20,27,52,24
11/9/16,1,25,28,31,54,2
11/5/16,21,31,50,51,69,8
11/2/16,13,18,37,54,61,5
10/29/16,19,20,21,42,48,23
10/26/16,2,3,16,48,56,24
10/22/16,1,28,33,55,56,22
10/19/16,10,16,38,43,63,23
10/15/16,23,49,57,64,67,20
10/12/16,16,30,34,37,44,16
10/8/16,3,54,61,64,68,9
10/5/16,8,18,27,29,60,15
10/1/16,2,12,50,61,64,1
9/28/16,30,38,52,53,62,1
9/24/16,7,15,20,29,41,22
9/21/16,1,28,63,67,69,17
9/17/16,9,19,51,55,62,14
9/14/16,10,11,23,28,31,14
9/10/16,3,17,49,55,68,8
9/7/16,22,23,29,33,55,21
9/3/16,7,39,50,59,67,25
8/31/16,5,10,24,56,61,12
8/27/16,4,32,48,49,63,20
8/24/16,9,11,25,64,65,16
8/20/16,3,6,21,60,68,24
8/17/16,33,44,49,50,52,8
8/13/16,38,44,60,64,69,6
8/10/16,23,56,61,64,67,12
8/6/16,20,33,36,47,52,12
8/3/16,9,11,27,66,67,2
7/30/16,11,17,21,23,32,5
7/27/16,10,47,50,65,68,24
7/23/16,5,7,23,35,39,11
7/20/16,6,25,35,58,66,5
7/16/16,11,17,40,50,62,26
7/13/16,3,15,29,54,57,10
7/9/16,10,28,32,61,64,12
7/6/16,2,24,31,57,66,18
7/2/16,10,34,39,59,63,4
6/29/16,23,29,37,60,64,6
6/25/16,3,27,36,56,69,25
6/22/16,14,40,42,43,52,17
6/18/16,2,23,41,53,63,11
6/15/16,4,22,24,31,33,10
6/11/16,20,27,36,41,58,7
6/8/16,12,25,37,60,69,20
6/4/16,16,20,22,43,64,17
6/1/16,23,30,33,40,69,12
5/28/16,6,33,34,58,59,12
5/25/16,11,24,41,59,64,15
5/21/16,5,7,9,23,32,26
5/18/16,23,25,39,54,67,11
5/14/16,13,27,47,64,65,9
5/11/16,20,32,52,66,69,23
5/7/16,5,25,26,44,66,9
5/4/16,30,47,57,66,69,3
4/30/16,3,12,16,32,34,14
4/27/16,2,25,33,39,64,17
4/23/16,19,35,46,59,62,13
4/20/16,12,25,30,52,62,8
4/16/16,3,18,25,32,51,3
4/13/16,30,33,35,38,64,22
4/9/16,14,22,23,41,61,9
4/6/16,4,28,49,60,65,25
4/2/16,9,28,30,40,61,3
3/30/16,24,44,53,55,63,19
3/26/16,11,23,42,52,68,6
3/23/16,5,8,15,22,49,25
3/19/16,11,23,43,54,60,3
3/16/16,10,12,13,46,50,21
3/12/16,11,28,50,57,62,23
3/9/16,14,23,32,34,68,3
3/5/16,3,27,34,59,69,19
3/2/16,12,13,44,52,62,6
2/27/16,10,11,21,22,53,18
2/24/16,21,31,64,65,67,5
2/20/16,11,12,15,16,54,25
2/17/16,7,17,27,29,40,25
2/13/16,7,15,18,19,36,20
2/10/16,2,3,40,50,62,5
2/6/16,4,13,31,36,52,8
2/3/16,26,28,31,60,67,23
1/30/16,5,12,16,31,43,18
1/27/16,3,12,40,52,67,21
1/23/16,22,32,34,40,69,19
1/20/16,5,39,44,47,69,24
1/16/16,3,51,52,61,64,6
1/13/16,4,8,19,27,34,10
1/9/16,16,19,32,34,57,13
1/6/16,2,11,47,62,63,17
1/2/16,5,6,15,29,42,10
12/30/15,12,36,38,54,61,22
12/26/15,27,40,44,59,65,20
12/23/15,16,38,55,63,67,25
12/19/15,28,30,41,59,68,10
12/16/15,9,10,32,42,55,6
12/12/15,2,14,19,30,62,22
12/9/15,7,10,16,46,56,1
12/5/15,13,27,33,47,68,13
12/2/15,14,18,19,32,64,9
11/28/15,2,6,47,66,67,2
11/25/15,16,29,53,58,69,21
11/21/15,37,47,50,52,57,21
11/18/15,17,40,41,46,69,6
11/14/15,14,22,37,45,66,5
11/11/15,4,26,32,55,64,18
11/7/15,7,16,25,50,53,15
11/4/15,2,12,17,20,65,17
10/31/15,9,20,25,47,68,7
10/28/15,4,54,56,62,63,10
10/24/15,20,31,56,60,64,2
10/21/15,30,32,42,56,57,11
10/17/15,48,49,57,62,69,19
10/14/15,15,20,29,31,40,1
10/10/15,12,27,29,43,68,1
10/7/15,18,30,40,48,52,9
10/3/15,6,26,33,44,46,4
9/30/15,21,39,40,55,59,17
9/26/15,23,31,42,50,57,5
9/23/15,8,29,41,51,58,5
9/19/15,12,17,26,43,48,24
9/16/15,5,7,24,31,39,7
9/12/15,2,3,13,16,35,27
9/9/15,44,45,47,50,51,8
9/5/15,10,16,18,29,45,19
9/2/15,17,22,30,46,56,16
8/29/15,18,21,25,28,29,16
8/26/15,2,22,32,45,56,12
8/22/15,4,12,14,21,55,7
8/19/15,6,8,43,48,50,7
8/15/15,3,13,17,42,52,24
8/12/15,8,13,29,38,52,28
8/8/15,9,34,48,52,54,15
8/5/15,9,11,14,16,42,19
8/1/15,7,13,24,49,57,15
7/29/15,4,22,27,28,52,35
7/25/15,27,29,34,41,44,2
7/22/15,12,31,43,44,57,11
7/18/15,6,37,39,45,55,33
7/15/15,13,16,34,45,50,11
7/11/15,11,39,46,52,54,3
7/8/15,4,15,25,27,30,18
7/4/15,3,6,14,18,24,21
7/1/15,7,24,26,31,41,25
6/27/15,18,28,35,46,49,27
6/24/15,3,5,10,22,32,7
6/20/15,9,10,16,20,57,15
6/17/15,20,21,22,41,54,7
6/13/15,29,41,48,52,54,29
6/10/15,31,32,48,49,53,25
6/6/15,8,13,18,27,43,15
6/3/15,6,8,13,37,40,11
5/30/15,8,9,25,56,57,22
5/27/15,8,15,34,53,59,23
5/23/15,9,15,17,31,43,16
5/20/15,1,12,28,35,44,25
5/16/15,24,29,38,48,52,32
5/13/15,1,25,29,31,47,7
5/9/15,4,15,17,35,58,17
5/6/15,23,24,27,39,41,30
5/2/15,2,6,11,30,31,33
4/29/15,1,26,34,38,51,6
4/25/15,21,33,35,38,45,12
4/22/15,10,14,25,39,53,18
4/18/15,13,22,23,29,31,17
4/15/15,1,16,21,29,40,30
4/11/15,1,12,32,42,58,12
4/8/15,1,19,45,46,58,29
4/4/15,33,39,40,41,54,28
4/1/15,2,30,33,39,44,1
3/28/15,2,4,6,12,38,17
3/25/15,7,19,23,50,54,14
3/21/15,11,16,30,38,42,7
3/18/15,14,25,30,33,47,8
3/14/15,8,14,39,46,47,18
3/11/15,11,24,31,40,44,27
3/7/15,34,36,38,42,50,33
3/4/15,8,12,15,35,50,32
2/28/15,11,17,25,28,46,12
2/25/15,17,19,21,32,39,8
2/21/15,10,14,18,34,51,26
2/18/15,1,9,29,32,49,22
2/14/15,1,24,44,45,51,28
2/11/15,11,13,25,39,54,19
2/7/15,5,10,21,34,58,33
2/4/15,24,36,51,52,56,22
1/31/15,5,11,16,26,50,34
1/28/15,12,24,35,36,49,1
1/24/15,16,19,20,29,33,10
1/21/15,11,12,15,28,57,23
1/17/15,15,16,23,27,36,9
1/14/15,2,4,10,41,53,22
1/10/15,2,9,19,28,29,19
1/7/15,14,15,47,49,59,10
1/3/15,4,18,43,46,55,25
12/31/14,17,27,37,40,53,35
12/27/14,7,10,11,14,36,15
12/24/14,11,12,46,47,50,22
12/20/14,14,15,19,31,56,5
12/17/14,22,31,38,47,48,15
12/13/14,5,13,28,43,55,33
12/10/14,34,44,48,54,55,10
12/6/14,12,15,22,43,49,14
12/3/14,25,30,32,46,54,26
11/29/14,13,24,30,42,48,27
11/26/14,16,17,22,46,54,35
11/22/14,23,49,53,54,57,35
11/19/14,6,36,38,48,51,17
11/15/14,13,16,33,35,51,28
11/12/14,37,39,51,52,55,11
11/8/14,9,19,33,38,54,15
11/5/14,2,11,19,21,42,34
11/1/14,1,3,13,25,38,17
10/29/14,25,28,48,57,59,16
10/25/14,6,10,51,54,57,12
10/22/14,29,30,40,42,50,16
10/18/14,20,26,27,36,54,19
10/15/14,5,7,19,27,28,20
10/11/14,10,19,37,38,39,28
10/8/14,5,16,31,46,50,18
10/4/14,13,18,24,25,33,31
10/1/14,1,4,18,20,45,7
9/27/14,2,11,35,52,54,13
9/24/14,7,14,21,24,41,26
9/20/14,22,23,30,37,39,16
9/17/14,18,25,36,48,50,23
9/13/14,1,6,16,37,53,27
9/10/14,2,14,39,40,43,13
9/6/14,9,29,31,43,50,18
9/3/14,2,16,43,45,51,35
8/30/14,5,28,31,52,59,27
8/27/14,17,24,26,45,46,19
8/23/14,28,32,35,36,52,31
8/20/14,4,8,21,38,40,3
8/16/14,7,8,17,48,59,9
8/13/14,8,37,39,40,52,24
8/9/14,3,12,31,34,51,24
8/6/14,1,8,24,28,49,24
8/2/14,12,26,44,46,47,29
7/30/14,13,30,42,49,53,29
7/26/14,24,28,30,38,39,16
7/23/14,4,10,12,22,31,3
7/19/14,10,17,25,45,53,9
7/16/14,5,15,18,26,32,35
7/12/14,2,3,7,23,51,26
7/9/14,9,25,42,55,57,14
7/5/14,24,34,36,57,58,11
7/2/14,8,18,45,53,58,35
6/28/14,8,12,34,43,56,9
6/25/14,10,20,25,50,53,35
6/21/14,5,6,37,41,54,26
6/18/14,6,9,29,52,59,7
6/14/14,9,33,42,45,54,30
6/11/14,14,18,25,33,49,23
6/7/14,28,30,35,58,59,15
6/4/14,1,7,10,22,49,24
5/31/14,15,27,31,34,48,1
5/28/14,2,24,28,32,59,25
5/24/14,15,16,28,49,55,18
5/21/14,4,20,34,39,58,31
5/17/14,23,32,39,47,49,22
5/14/14,7,33,39,52,55,33
5/10/14,4,31,41,47,55,1
5/7/14,17,29,31,48,49,34
5/3/14,5,15,16,46,49,26
4/30/14,2,9,11,19,50,32
4/26/14,3,7,22,30,33,20
4/23/14,19,25,29,36,48,12
4/19/14,5,6,29,35,51,21
4/16/14,34,39,42,44,59,8
4/12/14,14,26,45,54,55,20
4/9/14,9,14,44,48,49,29
4/5/14,11,21,26,33,34,29
4/2/14,8,13,19,22,53,24
3/29/14,2,3,12,27,38,17
3/26/14,28,33,41,44,59,21
3/22/14,13,28,31,55,58,15
3/19/14,2,19,23,34,43,14
3/15/14,2,5,34,51,58,9
3/12/14,14,15,28,37,54,10
3/8/14,10,14,24,32,41,30
3/5/14,3,7,9,26,54,19
3/1/14,3,8,25,30,47,13
2/26/14,11,12,17,38,42,2
2/22/14,2,3,13,14,54,4
2/19/14,1,17,35,49,54,34
2/15/14,2,9,14,21,23,3
2/12/14,36,44,49,52,57,1
2/8/14,24,25,34,37,54,29
2/5/14,8,17,32,57,59,24
2/1/14,5,12,15,27,38,7
1/29/14,11,23,28,32,47,20
1/25/14,8,12,18,55,57,2
1/22/14,1,2,7,9,55,29
1/18/14,13,14,19,31,38,25
1/15/14,7,8,9,24,29,25
1/11/14,10,15,33,48,54,34
1/8/14,10,28,39,47,58,22
1/4/14,19,20,37,41,58,14
1/1/14,15,24,40,48,52,23
12/28/13,8,35,44,51,56,18
12/25/13,23,28,38,39,56,32
12/21/13,25,36,40,45,51,8
12/18/13,7,24,37,39,40,1
12/14/13,14,25,32,33,41,34
12/11/13,1,10,13,18,19,27
12/7/13,13,20,32,45,48,17
12/4/13,6,9,11,31,44,25
11/30/13,5,26,44,45,57,29
11/27/13,18,25,50,55,57,17
11/23/13,5,12,43,52,55,10
11/20/13,4,18,23,32,45,7
11/16/13,10,29,37,44,59,10
11/13/13,5,31,50,55,56,9
11/9/13,3,9,37,49,56,32
11/6/13,1,5,10,15,49,22
11/2/13,13,23,24,27,40,17
10/30/13,2,36,40,49,54,10
10/26/13,4,6,34,49,56,29
10/23/13,3,23,31,34,47,13
10/19/13,9,33,54,56,57,5
10/16/13,3,26,28,34,42,28
10/12/13,8,10,26,57,58,4
10/9/13,3,9,19,33,38,18
10/5/13,11,12,17,39,40,5
10/2/13,4,6,25,42,51,17
9/28/13,14,47,52,53,54,5
9/25/13,2,7,17,49,53,23
9/21/13,12,17,45,54,58,13
9/18/13,7,10,22,32,35,19
9/14/13,1,17,25,37,44,20
9/11/13,11,19,33,42,52,33
9/7/13,2,19,22,26,45,24
9/4/13,2,9,26,45,47,11
8/31/13,2,7,25,40,56,20
8/28/13,6,7,9,19,32,13
8/24/13,12,17,25,45,59,19
8/21/13,30,40,42,46,48,23
8/17/13,18,21,46,54,56,23
8/14/13,4,11,17,43,51,20
8/10/13,4,12,14,37,58,13
8/7/13,5,25,30,58,59,32
8/3/13,21,24,36,42,45,15
7/31/13,8,24,39,49,59,5
7/27/13,9,23,40,53,58,6
7/24/13,9,29,40,44,54,7
7/20/13,14,25,27,38,58,6
7/17/13,1,22,34,38,42,17
7/13/13,2,8,22,35,37,6
7/10/13,30,31,45,55,59,27
7/6/13,2,13,35,36,52,11
7/3/13,3,6,29,40,51,4
6/29/13,8,28,30,53,56,16
6/26/13,1,18,33,39,46,33
6/22/13,13,19,23,33,57,28
6/19/13,7,46,47,52,57,17
6/15/13,28,36,40,48,55,1
6/12/13,16,22,23,42,55,32
6/8/13,2,11,22,26,32,19
6/5/13,4,26,33,36,55,32
6/1/13,22,28,33,53,59,14
5/29/13,9,14,17,49,57,2
5/25/13,2,6,19,21,27,25
5/22/13,9,31,35,41,57,26
5/18/13,10,13,14,22,52,11
5/15/13,2,11,26,34,41,32
5/11/13,6,13,19,23,43,16
5/8/13,21,22,26,30,57,27
5/4/13,7,12,26,36,40,17
5/1/13,22,26,31,54,55,18
4/27/13,3,23,48,54,55,5
4/24/13,9,19,31,56,59,2
4/20/13,6,8,30,39,48,20
4/17/13,13,18,36,48,58,28
4/13/13,10,12,31,56,57,33
